SKU;Product Name;link;amazon_price;amazon_title;match_confidence;status;error_message
iPad10.910Gen64SlvPRT-AU;Apple iPad 10 Wifi 10.9" (4GB RAM, 64GB, Silver) - Brand New;;;;0;no_match;
iPad10.910Gen256BluPRT-AU;"Apple iPad 10 Wifi 10.9"" (4GB RAM, 256GB, Blue) - Brand New";https://www.amazon.com.au/dp/B0FNXRM9WD;203.99;Apple iPad 10 (2022) - 64GB - Blue - WiFi - 10.9 Inch (Renewed);0.5;matched;
iPad1120255G6R128Blu-AU;Apple iPad 2025 5G 11" (6GB RAM, 128GB, Blue) - Brand New;;;;0;no_match;
iPad10.910Gen256SlvPRT-AU;"Apple iPad 10 Wifi 10.9"" (4GB RAM, 256GB, Silver) - Brand New";https://www.amazon.com.au/dp/B0FNY2GDFT;365;Apple iPad 10 (2022) - 64GB - Silver - WiFi - 10.9 Inch (Renewed);0.5;matched;
iPad1120255G6R128Slv-AU;Apple iPad 2025 5G 11" (6GB RAM, 128GB, Silver) - Brand New;;;;0;no_match;
iPad10.910Gen64BluPRT-AU;"Apple iPad 10 Wifi 10.9"" (4GB RAM, 64GB, Blue) - Brand New";https://www.amazon.com.au/dp/B0FNXPWF38;365;Apple iPad 10 (2022) - 64GB - Blue - WiFi - 10.9 Inch (Renewed);0.5;matched;
iPad1120255G6R256Blu-AU;Apple iPad 2025 5G 11" (6GB RAM, 256GB, Blue) - Brand New;;;;0;no_match;
iPad10.910Gen64SlvPRT-AU;"Apple iPad 10 Wifi 10.9"" (4GB RAM, 64GB, Silver) - Brand New";https://www.amazon.com.au/dp/B0FNY2GDFT;365;Apple iPad 10 (2022) - 64GB - Silver - WiFi - 10.9 Inch (Renewed);0.5;matched;
iPad10.910WF64YlwPRT-AU;"Apple iPad 10 Wifi 10.9"" (4GB RAM, 64GB, Yellow) - Brand New";https://www.amazon.com.au/dp/B0FNY2GDFT;365;Apple iPad 10 (2022) - 64GB - Silver - WiFi - 10.9 Inch (Renewed);0.5;matched;
iPad1120255G6R256Slv-AU;Apple iPad 2025 5G 11" (6GB RAM, 256GB, Silver) - Brand New;;;;0;no_match;
iPad1120255G6R128Blu-AU;"Apple iPad 2025 5G 11"" (6GB RAM, 128GB, Blue) - Brand New";https://www.amazon.com.au/dp/B0G1B65LGN;;2025 11-inch iPad Pro (Wi-Fi, 1TB, Standard Glass) - Space Black (M5) with Apple Pencil Pro;0.5;matched;
iPad1120255G6R512Blu-AU;Apple iPad 2025 5G 11" (6GB RAM, 512GB, Blue) - Brand New;;;;0;no_match;
iPad1120255G6R128Pnk-AU;"Apple iPad 2025 5G 11"" (6GB RAM, 128GB, Pink) - Brand New";https://www.amazon.com.au/dp/B0G1B65LGN;;2025 11-inch iPad Pro (Wi-Fi, 1TB, Standard Glass) - Space Black (M5) with Apple Pencil Pro;0.5;matched;
iPad1120255G6R128Slv-AU;"Apple iPad 2025 5G 11"" (6GB RAM, 128GB, Silver) - Brand New";https://www.amazon.com.au/dp/B0G1B6GPSY;;2025 11-inch iPad Pro (Wi-Fi, 512GB, Standard Glass) - Silver (M5) with Apple iPad Magic Keyboard Case (for 11-inch iPad Pro M4) - US English - Black;0.5;matched;
iPad1120255G6R512Slv-AU;Apple iPad 2025 5G 11" (6GB RAM, 512GB, Silver) - Brand New;;;;0;no_match;
iPad1120255G6R128Ylw-AU;"Apple iPad 2025 5G 11"" (6GB RAM, 128GB, Yellow) - Brand New";https://www.amazon.com.au/dp/B0G1B6GB9G;;2025 11-inch iPad Pro (Wi-Fi + Cellular, 1TB, Standard Glass) - Space Black (M5) with Apple Pencil Pro;0.5;matched;
iPad1120255G6R256Blu-AU;"Apple iPad 2025 5G 11"" (6GB RAM, 256GB, Blue) - Brand New";https://www.amazon.com.au/dp/B0G1B65LGN;;2025 11-inch iPad Pro (Wi-Fi, 1TB, Standard Glass) - Space Black (M5) with Apple Pencil Pro;0.5;matched;
iPad112025WF6R128Blu-AU;Apple iPad 2025 Wifi 11" (6GB RAM, 128GB, Blue) - Brand New;;;;0;no_match;
iPad1120255G6R256Pnk-AU;"Apple iPad 2025 5G 11"" (6GB RAM, 256GB, Pink) - Brand New";https://www.amazon.com.au/dp/B0G1B65LGN;;2025 11-inch iPad Pro (Wi-Fi, 1TB, Standard Glass) - Space Black (M5) with Apple Pencil Pro;0.5;matched;
iPad112025WF6R128Slv-AU;Apple iPad 2025 Wifi 11" (6GB RAM, 128GB, Silver) - Brand New;;;;0;no_match;
iPad1120255G6R256Slv-AU;"Apple iPad 2025 5G 11"" (6GB RAM, 256GB, Silver) - Brand New";https://www.amazon.com.au/dp/B0G1B77SMN;;2025 11-inch iPad Pro (Wi-Fi + Cellular, 256GB, Standard Glass) - Silver (M5) with Apple iPad Magic Keyboard Case (for 11-inch iPad Pro M4) - US English - Black;0.5;matched;
iPad1120255G6R256Ylw-AU;"Apple iPad 2025 5G 11"" (6GB RAM, 256GB, Yellow) - Brand New";https://www.amazon.com.au/dp/B0G1B65LGN;;2025 11-inch iPad Pro (Wi-Fi, 1TB, Standard Glass) - Space Black (M5) with Apple Pencil Pro;0.5;matched;
iPad112025WF6R128Ylw-AU;Apple iPad 2025 Wifi 11" (6GB RAM, 128GB, Yellow) - Brand New;;;;0;no_match;
iPad1120255G6R512Blu-AU;"Apple iPad 2025 5G 11"" (6GB RAM, 512GB, Blue) - Brand New";https://www.amazon.com.au/dp/B0G1M1MKB1;;2025 11-inch iPad Pro (Wi-Fi + Cellular, 512GB, Standard Glass) - Silver (M5) with AirPods Pro 3 Wireless Earbuds;0.5;matched;
iPad1120255G6R512Pnk-AU;"Apple iPad 2025 5G 11"" (6GB RAM, 512GB, Pink) - Brand New";https://www.amazon.com.au/dp/B0G1M1MKB1;;2025 11-inch iPad Pro (Wi-Fi + Cellular, 512GB, Standard Glass) - Silver (M5) with AirPods Pro 3 Wireless Earbuds;0.5;matched;
iPad112025WF6R256Blu-AU;Apple iPad 2025 Wifi 11" (6GB RAM, 256GB, Blue) - Brand New;;;;0;no_match;
iPad1120255G6R512Slv-AU;"Apple iPad 2025 5G 11"" (6GB RAM, 512GB, Silver) - Brand New";https://www.amazon.com.au/dp/B0G1B6GPSY;;2025 11-inch iPad Pro (Wi-Fi, 512GB, Standard Glass) - Silver (M5) with Apple iPad Magic Keyboard Case (for 11-inch iPad Pro M4) - US English - Black;0.5;matched;
iPad1120255G6R512Ylw-AU;"Apple iPad 2025 5G 11"" (6GB RAM, 512GB, Yellow) - Brand New";https://www.amazon.com.au/dp/B0G1M1MKB1;;2025 11-inch iPad Pro (Wi-Fi + Cellular, 512GB, Standard Glass) - Silver (M5) with AirPods Pro 3 Wireless Earbuds;0.5;matched;
iPad112025WF6R256Pnk-AU;Apple iPad 2025 Wifi 11" (6GB RAM, 256GB, Pink) - Brand New;;;;0;no_match;
iPad112025WF6R128Blu-AU;"Apple iPad 2025 Wifi 11"" (6GB RAM, 128GB, Blue) - Brand New";https://www.amazon.com.au/dp/B0G1B65LGN;;2025 11-inch iPad Pro (Wi-Fi, 1TB, Standard Glass) - Space Black (M5) with Apple Pencil Pro;0.5;matched;
iPad112025WF6R256Slv-AU;Apple iPad 2025 Wifi 11" (6GB RAM, 256GB, Silver) - Brand New;;;;0;no_match;
iPad112025WF6R128Pnk-AU;"Apple iPad 2025 Wifi 11"" (6GB RAM, 128GB, Pink) - Brand New";https://www.amazon.com.au/dp/B0G1B6GB9G;;2025 11-inch iPad Pro (Wi-Fi + Cellular, 1TB, Standard Glass) - Space Black (M5) with Apple Pencil Pro;0.5;matched;
iPad112025WF6R128Slv-AU;"Apple iPad 2025 Wifi 11"" (6GB RAM, 128GB, Silver) - Brand New";https://www.amazon.com.au/dp/B0G1B65LGN;;2025 11-inch iPad Pro (Wi-Fi, 1TB, Standard Glass) - Space Black (M5) with Apple Pencil Pro;0.5;matched;
iPad112025WF6R256Ylw-AU;Apple iPad 2025 Wifi 11" (6GB RAM, 256GB, Yellow) - Brand New;;;;0;no_match;
iPad112025WF6R128Ylw-AU;"Apple iPad 2025 Wifi 11"" (6GB RAM, 128GB, Yellow) - Brand New";https://www.amazon.com.au/dp/B0G1B6GB9G;;2025 11-inch iPad Pro (Wi-Fi + Cellular, 1TB, Standard Glass) - Space Black (M5) with Apple Pencil Pro;0.5;matched;
iPad112025WF6R256Blu-AU;"Apple iPad 2025 Wifi 11"" (6GB RAM, 256GB, Blue) - Brand New";https://www.amazon.com.au/dp/B0G1B65LGN;;2025 11-inch iPad Pro (Wi-Fi, 1TB, Standard Glass) - Space Black (M5) with Apple Pencil Pro;0.5;matched;
iPad112025WF6R512Blu-AU;Apple iPad 2025 Wifi 11" (6GB RAM, 512GB, Blue) - Brand New;;;;0;no_match;
iPad112025WF6R256Pnk-AU;"Apple iPad 2025 Wifi 11"" (6GB RAM, 256GB, Pink) - Brand New";https://www.amazon.com.au/dp/B0G1B65LGN;;2025 11-inch iPad Pro (Wi-Fi, 1TB, Standard Glass) - Space Black (M5) with Apple Pencil Pro;0.5;matched;
iPad112025WF6R512Pnk-AU;Apple iPad 2025 Wifi 11" (6GB RAM, 512GB, Pink) - Brand New;;;;0;no_match;
iPad112025WF6R256Slv-AU;"Apple iPad 2025 Wifi 11"" (6GB RAM, 256GB, Silver) - Brand New";https://www.amazon.com.au/dp/B0G1B65LGN;;2025 11-inch iPad Pro (Wi-Fi, 1TB, Standard Glass) - Space Black (M5) with Apple Pencil Pro;0.5;matched;
iPad112025WF6R256Ylw-AU;"Apple iPad 2025 Wifi 11"" (6GB RAM, 256GB, Yellow) - Brand New";https://www.amazon.com.au/dp/B0G1BD111R;;iPad (A16) (Wi-Fi + Cellular, 256GB) - Yellow with Apple Pencil (USB-C);0.5;matched;
iPad112025WF6R512Slv-AU;Apple iPad 2025 Wifi 11" (6GB RAM, 512GB, Silver) - Brand New;;;;0;no_match;
iPad112025WF6R512Blu-AU;"Apple iPad 2025 Wifi 11"" (6GB RAM, 512GB, Blue) - Brand New";https://www.amazon.com.au/dp/B0G1M1MKB1;;2025 11-inch iPad Pro (Wi-Fi + Cellular, 512GB, Standard Glass) - Silver (M5) with AirPods Pro 3 Wireless Earbuds;0.5;matched;
iPad112025WF6R512Ylw-AU;Apple iPad 2025 Wifi 11" (6GB RAM, 512GB, Yellow) - Brand New;;;;0;no_match;
iPad112025WF6R512Pnk-AU;"Apple iPad 2025 Wifi 11"" (6GB RAM, 512GB, Pink) - Brand New";https://www.amazon.com.au/dp/B0G1M1MKB1;;2025 11-inch iPad Pro (Wi-Fi + Cellular, 512GB, Standard Glass) - Silver (M5) with AirPods Pro 3 Wireless Earbuds;0.5;matched;
iPad112025WF6R512Slv-AU;"Apple iPad 2025 Wifi 11"" (6GB RAM, 512GB, Silver) - Brand New";https://www.amazon.com.au/dp/B0G1M1MKB1;;2025 11-inch iPad Pro (Wi-Fi + Cellular, 512GB, Standard Glass) - Silver (M5) with AirPods Pro 3 Wireless Earbuds;0.5;matched;
iPadAir1120255G8R128Blu-AU;Apple iPad Air 2025 5G 11" (8GB RAM, 128GB, Blue) - Brand New;;;;0;no_match;
iPad112025WF6R512Ylw-AU;"Apple iPad 2025 Wifi 11"" (6GB RAM, 512GB, Yellow) - Brand New";https://www.amazon.com.au/dp/B0G1M1MKB1;;2025 11-inch iPad Pro (Wi-Fi + Cellular, 512GB, Standard Glass) - Silver (M5) with AirPods Pro 3 Wireless Earbuds;0.5;matched;
iPadAir1120255G8R128Blu-AU;"Apple iPad Air 2025 5G 11"" (8GB RAM, 128GB, Blue) - Brand New";https://www.amazon.com.au/dp/B0DZ8TFM2Z;;iPad Air (M3) (11-inch, Wi-Fi, 128GB) - Blue;0.5;matched;
iPadAir1120255G8R128Prp-AU;Apple iPad Air 2025 5G 11" (8GB RAM, 128GB, Purple) - Brand New;;;;0;no_match;
iPadAir1120255G8R128Prp-AU;"Apple iPad Air 2025 5G 11"" (8GB RAM, 128GB, Purple) - Brand New";https://www.amazon.com.au/dp/B0DZ8Q4JFR;;iPad Air (M3) (11-inch, Wi-Fi, 128GB) - Starlight;0.5;matched;
iPadAir1120255G8R128Gry-AU;Apple iPad Air 2025 5G 11" (8GB RAM, 128GB, Space Gray) - Brand New;;;;0;no_match;
iPadAir1120255G8R128Gry-AU;"Apple iPad Air 2025 5G 11"" (8GB RAM, 128GB, Space Gray) - Brand New";https://www.amazon.com.au/dp/B0DZ8Q4JFR;;iPad Air (M3) (11-inch, Wi-Fi, 128GB) - Starlight;0.5;matched;
iPadAir1120255G8R128Stl-AU;"Apple iPad Air 2025 5G 11"" (8GB RAM, 128GB, Starlight) - Brand New";https://www.amazon.com.au/dp/B0DZ8Q4JFR;;iPad Air (M3) (11-inch, Wi-Fi, 128GB) - Starlight;0.5;matched;
iPadAir1120255G8R128Stl-AU;Apple iPad Air 2025 5G 11" (8GB RAM, 128GB, Starlight) - Brand New;;;;0;no_match;
iPadAir1120255G8R1TBBlu-AU;"Apple iPad Air 2025 5G 11"" (8GB RAM, 1TB, Blue) - Brand New";https://www.amazon.com.au/dp/B0G1B65LGN;;2025 11-inch iPad Pro (Wi-Fi, 1TB, Standard Glass) - Space Black (M5) with Apple Pencil Pro;0.5;matched;
iPadAir1120255G8R1TBBlu-AU;Apple iPad Air 2025 5G 11" (8GB RAM, 1TB, Blue) - Brand New;;;;0;no_match;
iPadAir1120255G8R1TBPrp-AU;"Apple iPad Air 2025 5G 11"" (8GB RAM, 1TB, Purple) - Brand New";https://www.amazon.com.au/dp/B0G1B65LGN;;2025 11-inch iPad Pro (Wi-Fi, 1TB, Standard Glass) - Space Black (M5) with Apple Pencil Pro;0.5;matched;
iPadAir1120255G8R1TBGry-AU;"Apple iPad Air 2025 5G 11"" (8GB RAM, 1TB, Space Gray) - Brand New";https://www.amazon.com.au/dp/B0G1B65LGN;;2025 11-inch iPad Pro (Wi-Fi, 1TB, Standard Glass) - Space Black (M5) with Apple Pencil Pro;0.5;matched;
iPadAir1120255G8R1TBPrp-AU;Apple iPad Air 2025 5G 11" (8GB RAM, 1TB, Purple) - Brand New;;;;0;no_match;
iPadAir1120255G8R1TBStl-AU;"Apple iPad Air 2025 5G 11"" (8GB RAM, 1TB, Starlight) - Brand New";https://www.amazon.com.au/dp/B0DZ8Q4JFR;;iPad Air (M3) (11-inch, Wi-Fi, 128GB) - Starlight;0.5;matched;
iPadAir1120255G8R1TBGry-AU;Apple iPad Air 2025 5G 11" (8GB RAM, 1TB, Space Gray) - Brand New;;;;0;no_match;
iPadAir1120255G8R256Blu-AU;"Apple iPad Air 2025 5G 11"" (8GB RAM, 256GB, Blue) - Brand New";https://www.amazon.com.au/dp/B0DZ8TFM2Z;;iPad Air (M3) (11-inch, Wi-Fi, 128GB) - Blue;0.5;matched;
iPadAir1120255G8R256Prp-AU;"Apple iPad Air 2025 5G 11"" (8GB RAM, 256GB, Purple) - Brand New";https://www.amazon.com.au/dp/B0D3J82P3J;;iPad Air (M2) (11-inch, Wi-Fi + Cellular, 256GB) - Space Grey;0.5;matched;
iPadAir1120255G8R1TBStl-AU;Apple iPad Air 2025 5G 11" (8GB RAM, 1TB, Starlight) - Brand New;;;;0;no_match;
iPadAir1120255G8R256Gry-AU;"Apple iPad Air 2025 5G 11"" (8GB RAM, 256GB, Space Gray) - Brand New";https://www.amazon.com.au/dp/B0D3J82P3J;;iPad Air (M2) (11-inch, Wi-Fi + Cellular, 256GB) - Space Grey;0.5;matched;
iPadAir1120255G8R256Blu-AU;Apple iPad Air 2025 5G 11" (8GB RAM, 256GB, Blue) - Brand New;;;;0;no_match;
iPadAir1120255G8R256Stl-AU;"Apple iPad Air 2025 5G 11"" (8GB RAM, 256GB, Starlight) - Brand New";https://www.amazon.com.au/dp/B0G1B7VM3F;;iPad Air (M3) (11-inch, Wi-Fi, 256GB) - Starlight with Apple Magic Keyboard for iPad Air 11-inch (M3) — US English - Black;0.5;matched;
iPadAir1120255G8R512Blu-AU;"Apple iPad Air 2025 5G 11"" (8GB RAM, 512GB, Blue) - Brand New";https://www.amazon.com.au/dp/B0G1M1MKB1;;2025 11-inch iPad Pro (Wi-Fi + Cellular, 512GB, Standard Glass) - Silver (M5) with AirPods Pro 3 Wireless Earbuds;0.5;matched;
iPadAir1120255G8R256Prp-AU;Apple iPad Air 2025 5G 11" (8GB RAM, 256GB, Purple) - Brand New;;;;0;no_match;
iPadAir1120255G8R512Prp-AU;"Apple iPad Air 2025 5G 11"" (8GB RAM, 512GB, Purple) - Brand New";https://www.amazon.com.au/dp/B0G1M1MKB1;;2025 11-inch iPad Pro (Wi-Fi + Cellular, 512GB, Standard Glass) - Silver (M5) with AirPods Pro 3 Wireless Earbuds;0.5;matched;
iPadAir1120255G8R512Gry-AU;"Apple iPad Air 2025 5G 11"" (8GB RAM, 512GB, Space Gray) - Brand New";https://www.amazon.com.au/dp/B0G1M3TWDF;;2025 13-inch iPad Pro (Wi-Fi, 512GB, Standard Glass) - Space Black (M5) with AirPods Pro 3 Wireless Earbuds;0.5;matched;
iPadAir1120255G8R256Gry-AU;Apple iPad Air 2025 5G 11" (8GB RAM, 256GB, Space Gray) - Brand New;;;;0;no_match;
iPadAir1120255G8R512Stl-AU;"Apple iPad Air 2025 5G 11"" (8GB RAM, 512GB, Starlight) - Brand New";https://www.amazon.com.au/dp/B0DZ8Q4JFR;;iPad Air (M3) (11-inch, Wi-Fi, 128GB) - Starlight;0.5;matched;
iPadAir1320255G8R128Blu-AU;"Apple iPad Air 2025 5G 13"" (8GB RAM, 128GB, Blue) - Brand New";https://www.amazon.com.au/dp/B0DZ8TFM2Z;;iPad Air (M3) (11-inch, Wi-Fi, 128GB) - Blue;0.5;matched;
iPadAir1320255G8R128Prp-AU;"Apple iPad Air 2025 5G 13"" (8GB RAM, 128GB, Purple) - Brand New";https://www.amazon.com.au/dp/B0DZ8Q4JFR;;iPad Air (M3) (11-inch, Wi-Fi, 128GB) - Starlight;0.5;matched;
iPadAir1320255G8R128Gry-AU;"Apple iPad Air 2025 5G 13"" (8GB RAM, 128GB, Space Gray) - Brand New";https://www.amazon.com.au/dp/B0BT5WW3QF;365;"Apple iPad 10.2"" 9th Gen (2021) Wi-Fi 64 GB / Space Gray (Renewed)";0.5;matched;
iPadAir1320255G8R128Stl-AU;"Apple iPad Air 2025 5G 13"" (8GB RAM, 128GB, Starlight) - Brand New";https://www.amazon.com.au/dp/B0DZ8Q4JFR;;iPad Air (M3) (11-inch, Wi-Fi, 128GB) - Starlight;0.5;matched;
iPadAir1320255G8R1TBBlu-AU;"Apple iPad Air 2025 5G 13"" (8GB RAM, 1TB, Blue) - Brand New";https://www.amazon.com.au/dp/B0G1B7C2FK;;2025 13-inch iPad Pro (Wi-Fi + Cellular, 256GB, Standard Glass) - Space Black (M5) with Apple Pencil Pro;0.5;matched;
